market_id,event_id,strict_sensitivity
1.258875141,35683071,True
1.258875292,35683241,True
1.258875439,35683298,True
1.258875642,35683307,True
1.258875803,35682981,False
1.258875804,35682982,False
1.258875805,35683035,False
1.258875806,35683037,False
1.258875807,35683043,False
1.258875808,35683046,False
1.258875809,35683233,False
1.258875810,35683239,False
1.258876033,35682119,False
1.258876034,35682144,False
1.258876035,35682146,False
1.258876036,35682149,False
1.258876037,35682151,False
1.258876038,35682153,False
1.258876039,35682154,False
1.258876040,35682161,False
1.258876936,35683348,True
1.258876964,35683354,True
1.258878204,35683381,True
1.258878270,35683418,True
1.258878315,35683455,True
1.258878621,35683538,True
1.258883943,35683616,True
1.258884890,35683360,False
1.258884892,35683426,False
1.258884893,35683408,False
1.258884895,35683370,False
1.258884932,35683359,False
1.258886232,35684168,False
1.258886233,35684138,False
1.258886234,35684163,False
1.258886667,35684311,False
1.258886668,35684320,False
1.258886669,35684312,False
1.258886670,35684317,False
1.258886679,35684308,False
1.258886889,35684313,False
1.258886890,35684316,False
1.258888924,35684545,True
1.258889722,35684626,True
1.258891598,35684837,True
1.258892220,35685093,True
1.258892266,35685110,True
1.258892351,35685122,True
1.258894279,35685196,True
1.258894441,35685208,True
1.258894794,35685222,True
1.258895031,35685238,True
1.258895161,35685246,True
1.258896019,35685313,True
1.258896108,35685318,True
1.258896780,35685376,True
1.258897290,35685436,True
1.258897728,35685892,True
1.258897881,35685899,True
1.258898826,35686034,True
1.258899282,35686219,True
1.258899410,35686227,True
1.258900013,35686595,True
1.258900910,35686638,True
1.258901444,35686674,True
1.258901842,35686704,True
1.258901887,35686723,True
1.258901924,35686729,True
1.258902114,35686748,True
1.258902829,35686795,True
1.258902959,35686806,True
1.258905571,35686907,True
1.258905773,35686963,True
1.258905816,35686968,True
1.258907371,35686900,False
1.258907372,35686899,False
1.258907373,35686901,False
1.258907374,35686898,False
1.258907484,35687139,True
1.258908528,35687191,True
1.258911320,35687177,False
1.258911321,35687178,False
1.258911322,35687179,False
1.258911323,35687180,False
1.258918904,35687966,False
1.258918905,35687967,False
1.258918906,35687968,False
1.258918907,35687969,False
1.258918910,35688007,False
1.258918911,35688008,False
1.258918912,35688009,False
1.258918913,35688010,False
1.258918922,35688271,True
1.258920333,35688752,True
1.258920360,35688757,True
1.258921390,35688881,True
1.258921874,35688909,True
1.258921883,35688921,True
1.258921927,35688916,True
1.258921947,35688926,True
1.258922002,35688931,True
1.258922022,35688936,True
1.258922078,35688941,True
1.258922105,35688951,True
1.258922163,35688946,True
1.258922747,35689035,True
1.258924446,35689433,True
1.258924448,35689443,True
1.258924480,35689448,True
1.258924501,35689438,True
1.258924550,35689428,True
1.258924565,35689463,True
1.258924633,35689453,True
1.258924651,35689468,True
1.258924718,35689458,True
1.258924733,35689478,True
1.258924800,35689473,True
1.258924878,35689483,True
1.258924962,35689502,True
1.258925146,35689520,True
1.258925459,35689564,True
1.258925496,35689569,True
1.258925519,35689574,True
1.258925549,35689585,True
1.258925591,35689579,True
1.258925628,35689590,True
1.258925669,35689595,True
1.258925706,35689600,True
1.258926324,35689638,True
1.258926373,35689647,True
1.258926623,35689660,True
1.258926830,35689678,True
1.258926831,35689673,True
1.258926835,35689703,True
1.258926865,35689688,True
1.258926871,35689683,True
1.258926911,35689708,True
1.258926955,35689693,True
1.258927033,35689698,True
1.258927965,35689787,True
1.258928097,35689793,True
1.258928509,35689874,True
1.258930347,35690194,True
1.258930849,35690222,True
1.258931985,35690341,True
1.258932320,35689421,False
1.258932321,35689584,False
1.258932322,35690219,False
1.258932323,35690218,False
1.258932324,35688449,False
1.258932325,35688521,False
1.258932548,35690389,True
1.258933373,35690434,False
1.258933374,35690537,True
1.258936877,35690542,False
1.258943770,35691499,True
1.258944534,35691553,True
1.258944638,35691595,True
1.258944709,35691628,True
1.258944742,35691633,True
1.258944965,35691647,True
1.258944966,35691642,True
1.258944967,35691657,True
1.258945232,35691652,True
1.258945233,35691677,True
1.258945234,35691687,True
1.258945561,35691662,True
1.258945720,35691667,True
1.258945884,35691672,True
1.258946105,35691682,True
1.258946236,35691694,True
1.258946350,35691739,True
1.258946426,35691757,True
1.258946576,35691769,True
1.258946577,35691774,True
1.258946754,35691779,True
1.258946903,35691784,True
1.258947049,35691789,True
1.258947275,35691811,True
1.258947440,35691844,True
1.258947441,35691828,True
1.258947449,35691834,True
1.258947623,35691849,True
1.258947659,35691864,True
1.258947678,35691839,True
1.258947952,35691854,True
1.258948141,35691859,True
1.258948304,35691869,True
1.258948656,35691909,True
1.258948658,35691925,True
1.258948775,35691930,True
1.258948779,35691914,True
1.258948797,35691940,True
1.258949023,35691935,True
1.258949028,35691920,True
1.258949187,35691950,True
1.258949195,35691945,True
1.258949524,35691955,True
1.258950651,35692227,True
1.258950652,35692222,True
1.258950709,35692232,True
1.258950710,35692237,True
1.258951457,35692471,True
1.258952639,35692682,True
1.258954107,35693043,True
1.258954108,35693058,True
1.258954109,35693048,True
1.258954154,35693053,True
1.258954159,35693068,True
1.258954160,35693073,True
1.258954241,35693063,True
1.258954247,35693078,True
1.258954329,35693083,True
1.258954403,35693088,True
1.258954537,35693099,True
1.258954539,35693104,True
1.258954651,35693122,True
1.258954652,35693117,True
1.258954654,35693127,True
1.258954706,35693137,True
1.258954717,35693132,True
1.258954745,35693147,True
1.258954793,35693152,True
1.258954803,35693142,True
1.258954875,35693157,True
1.258955111,35693214,True
1.258955113,35693220,True
1.258955127,35693209,True
1.258955160,35693225,True
1.258955196,35693240,True
1.258955210,35693235,True
1.258955247,35693230,True
1.258955256,35693245,True
1.258955332,35693250,True
1.258955336,35693260,True
1.258955409,35693255,True
1.258955584,35693269,True
1.258955714,35693480,True
1.258955761,35693499,True
1.258955763,35693504,True
1.258955790,35693509,True
1.258955834,35693514,True
1.258955863,35693545,True
1.258955867,35693550,True
1.258955901,35693519,True
1.258955944,35693560,True
1.258955947,35693555,True
1.258955986,35693525,True
1.258956034,35693565,True
1.258956065,35693530,True
1.258956116,35693575,True
1.258956147,35693535,True
1.258956226,35693540,True
1.258956378,35693570,True
1.258956449,35693580,True
1.258956453,35693595,True
1.258956454,35693590,True
1.258956503,35693585,True
1.258956518,35693605,True
1.258956525,35693600,True
1.258956589,35693620,True
1.258956602,35693651,True
1.258956609,35693610,True
1.258956674,35693630,True
1.258956689,35693656,True
1.258956691,35693615,True
1.258956760,35693635,True
1.258956772,35693687,True
1.258956776,35693625,True
1.258956844,35693641,True
1.258956861,35693692,True
1.258956872,35693661,True
1.258956930,35693646,True
1.258956950,35693666,True
1.258957013,35693671,True
1.258957066,35693676,True
1.258957113,35693681,True
1.258957450,35693722,True
1.258957454,35693717,True
1.258957562,35693759,True
1.258957563,35693764,True
1.258957566,35693774,True
1.258957614,35693779,True
1.258957621,35693769,True
1.258957635,35693789,True
1.258957700,35693794,True
1.258957711,35693784,True
1.258957722,35693799,True
1.258957793,35693804,True
1.258958540,35693833,True
1.258958916,35693852,True
1.258958924,35693857,True
1.258959176,35693867,True
1.258959177,35693877,True
1.258959178,35693887,True
1.258959443,35693872,True
1.258959444,35693897,True
1.258959686,35693882,True
1.258959843,35693892,True
1.258960086,35693918,True
1.258960219,35693935,True
1.258960264,35693949,True
1.258960665,35693987,True
1.258960666,35693982,True
1.258960708,35693997,True
1.258960709,35693992,True
1.258960746,35694012,True
1.258960795,35694022,True
1.258960799,35694002,True
1.258960800,35694007,True
1.258960880,35694027,True
1.258960885,35694017,True
1.258960961,35694032,True
1.258960966,35694037,True
1.258961205,35694051,True
1.258961648,35691283,False
1.258961866,35694130,True
1.258962345,35693915,False
1.258962347,35693844,False
1.258962349,35694165,True
1.258962350,35694155,True
1.258962353,35694185,True
1.258962381,35694160,True
1.258962393,35694180,True
1.258962424,35694195,True
1.258962467,35694170,True
1.258962505,35694200,True
1.258962550,35694175,True
1.258962627,35694190,True
1.258963322,35694286,True
1.258963329,35694301,True
1.258963360,35694321,True
1.258963374,35694291,True
1.258963395,35694306,True
1.258963436,35694326,True
1.258963459,35694296,True
1.258963479,35694316,True
1.258963521,35694336,True
1.258963544,35694311,True
1.258963565,35694331,True
1.258963646,35694341,True
1.258965793,35694458,True
1.258965794,35694463,True
1.258965799,35694473,True
1.258965855,35694488,True
1.258965856,35694468,True
1.258965875,35694498,True
1.258965944,35694478,True
1.258965945,35694493,True
1.258965957,35694503,True
1.258966028,35694483,True
1.258970922,35695194,True
1.258971134,35695324,True
1.258971135,35695314,True
1.258971136,35695309,True
1.258971401,35695319,True
1.258971402,35695329,True
1.258971785,35695338,True
1.258971791,35695358,True
1.258971827,35695343,True
1.258971834,35695353,True
1.258972095,35695348,True
1.258972101,35695363,True
1.258972341,35695368,True
1.258972354,35695373,True
1.258973906,35695492,True
1.258975906,35695945,True
1.258975949,35695955,True
1.258976707,35696042,True
1.258976752,35693147,True
1.258976772,35696069,True
1.258976815,35696064,True
1.258976917,35696004,True
1.258976979,35696092,True
1.258977027,35696097,True
1.258977029,35696107,True
1.258977033,35696112,True
1.258977086,35696102,True
1.258977207,35696123,True
1.258977235,35696118,True
1.258977286,35696128,True
1.258977360,35696133,True
1.258977419,35696142,True
1.258977549,35696147,True
1.258977638,35696152,True
1.258977945,35696183,True
1.258977952,35696193,True
1.258978067,35696188,True
1.258978094,35696198,True
1.258978428,35696203,True
1.258978681,35696228,True
1.258978840,35696238,True
1.258979392,35696251,True
1.258980100,35696292,True
1.258980143,35696300,True
1.258981583,35696325,True
1.258981620,35696330,True
1.258982003,35696340,True
1.258982834,35696380,True
1.258985921,35696792,True
1.258986025,35696787,True
1.258987354,35696829,True
1.258987401,35696846,True
1.258987402,35696851,True
1.258987447,35696856,True
1.258987452,35696861,True
1.258987643,35696866,True
1.258987719,35696871,True
1.258987798,35696882,True
1.258987843,35696896,True
1.258987888,35696912,True
1.258989794,35696931,True
1.258989838,35696936,True
1.258990050,35696942,True
1.258990375,35696961,True
1.258990408,35696966,True
1.258990463,35696977,True
1.258990464,35696972,True
1.258990641,35696982,True
1.258990847,35696995,True
1.258990993,35697025,True
1.258991889,35697064,True
1.258991890,35697059,True
1.258991904,35697074,True
1.258992073,35697069,True
1.258992401,35697087,True
1.258992402,35697082,True
1.258993339,35697109,True
1.258994926,35697180,True
1.258998538,35697328,True
1.258998820,35697336,True
1.259006294,35698303,True
1.259007878,35698397,True
1.259008990,35698603,True
1.259008991,35698609,True
1.259008992,35698614,True
1.259009017,35698624,True
1.259009023,35698619,True
1.259009109,35698629,True
1.259009341,35698832,True
1.259009467,35698838,True
1.259010124,35698871,True
1.259010125,35698876,True
1.259010129,35698886,True
1.259010184,35698881,True
1.259010190,35698896,True
1.259010201,35698891,True
1.259010282,35698901,True
1.259010735,35698964,True
1.259011793,35698991,True
1.259013128,35699356,True
1.259013368,35699426,True
1.259013369,35699421,True
1.259013399,35699441,True
1.259013409,35699431,True
1.259013491,35699436,True
1.259013571,35699447,True
1.259013616,35699452,True
1.259013669,35699458,True
1.259013976,35699503,True
1.259013977,35699528,True
1.259013978,35699513,True
1.259014243,35699508,True
1.259014395,35699518,True
1.259014552,35699523,True
1.259014777,35699549,False
1.259014778,35699548,False
1.259014779,35699545,False
1.259014784,35699595,True
1.259014914,35699615,True
1.259014915,35699610,True
1.259014918,35699625,True
1.259014966,35699630,True
1.259014978,35699620,True
1.259014991,35699640,True
1.259015062,35699635,True
1.259015800,35699682,True
1.259016059,35699691,True
1.259016263,35699735,True
1.259016393,35699689,False
1.259016394,35699714,False
1.259016395,35699680,False
1.259016396,35699743,False
1.259016397,35699744,False
1.259016406,35699712,False
1.259016407,35699704,False
1.259016408,35699705,False
1.259016409,35699706,False
1.259016421,35699713,False
1.259016422,35699757,False
1.259016423,35699764,False
1.259016424,35699785,True
1.259016552,35699759,False
1.259016564,35699760,False
1.259016566,35699763,False
1.259016573,35699804,False
1.259016576,35699852,True
1.259016621,35699844,False
1.259016622,35699815,False
1.259016624,35699883,True
1.259016760,35699904,True
1.259021058,35699840,False
1.259021059,35699585,False
1.259021060,35699841,False
1.259021061,35699586,False
1.259021062,35699587,False
1.259021063,35699588,False
1.259022435,35701457,False
1.259029366,35701946,True
1.259029438,35698859,True
1.259029635,35701990,True
1.259029905,35702034,True
1.259030178,35702056,True
1.259030705,35702073,True
1.259031372,35702113,True
1.259031500,35702123,True
1.259031587,35702118,True
1.259031897,35702185,True
1.259032335,35702208,True
1.259032486,35702215,True
1.259033216,35702243,True
1.259033273,35702253,True
1.259033544,35702298,True
1.259033587,35702305,True
1.259034181,35702441,True
1.259034456,35702451,True
1.259034496,35702456,True
1.259035167,35702520,True
1.259035636,35702231,False
1.259035705,35702607,True
1.259035861,35702633,True
1.259035880,35702638,True
1.259036427,35702718,True
1.259036862,35702786,True
1.259036874,35702780,True
1.259037416,35702812,True
1.259037765,35702866,True
1.259037906,35702875,True
1.259038148,35702932,True
1.259038256,35702927,True
1.259038367,35702937,True
1.259039233,35702977,True
1.259039240,35702972,True
1.259039537,35703051,True
1.259043760,35703304,True
1.259043961,35703442,True
1.259044089,35703447,True
1.259044148,35702225,False
1.259044149,35702135,False
1.259044152,35702286,False
1.259044156,35702066,False
1.259044157,35702199,False
1.259044158,35702198,False
1.259044164,35702197,False
1.259044165,35702194,False
1.259044166,35702174,False
1.259044167,35702193,True
1.259044171,35703523,True
1.259044202,35703528,True
1.259044383,35703602,True
1.259044396,35703607,True
1.259044515,35703612,True
1.259044702,35703629,True
1.259044830,35703640,True
1.259044919,35703645,True
1.259045099,35703636,False
1.259045100,35703658,False
1.259045101,35703665,False
1.259045102,35703675,True
1.259045145,35703663,False
1.259045146,35703683,False
1.259045147,35703634,False
1.259045167,35703707,False
1.259045180,35703673,False
1.259045181,35703680,False
1.259045182,35703708,False
1.259045323,35703711,False
1.259045370,35702193,True
1.259046805,35703825,True
1.259046876,35703810,True
1.259046877,35703835,True
1.259046993,35703815,True
1.259047065,35703820,True
1.259047127,35703830,True
1.259047261,35703840,True
1.259048385,35703891,True
1.259048733,35703861,False
1.259048844,35703898,False
1.259048956,35703897,False
1.259049067,35703847,False
1.259049178,35703900,False
1.259049293,35703896,False
1.259049405,35703848,False
1.259049778,35703977,False
1.259049779,35703981,False
1.259050204,35704046,True
1.259050662,35704066,True
1.259050817,35703997,False
1.259050818,35703994,False
1.259050929,35703999,False
1.259050931,35703998,False
1.259050933,35703995,False
1.259050934,35703505,False
1.259050935,35703182,False
1.259050938,35703996,False
1.259050954,35704015,False
1.259050955,35704013,False
1.259050956,35704014,False
1.259050959,35703993,False
1.259050960,35704011,False
1.259050961,35704010,False
1.259050963,35704012,False
1.259050965,35704016,True
1.259051307,35704097,True
1.259054843,35704356,False
1.259054844,35704106,False
1.259054846,35704141,False
1.259062797,35705494,True
1.259063229,35705513,True
1.259064032,35705542,True
1.259065960,35705613,True
1.259066126,35705620,True
1.259066358,35705639,True
1.259066403,35705657,True
1.259066533,35705692,True
1.259066693,35705730,True
1.259066833,35705750,True
1.259066961,35705759,True
1.259067089,35705765,True
1.259067208,35705787,True
1.259067374,35705803,True
1.259067752,35705849,True
1.259067884,35705704,False
1.259067886,35705702,False
1.259067893,35705706,False
1.259067896,35705701,False
1.259067903,35705698,False
1.259067907,35705705,False
1.259067908,35705646,False
1.259067911,35705699,False
1.259067958,35705893,True
1.259068980,35705931,True
1.259069284,35705958,True
1.259069329,35705966,True
1.259069470,35705981,True
1.259069626,35705998,True
1.259069781,35706022,True
1.259069910,35706053,True
1.259069975,35706240,True
1.259070217,35706439,True
1.259071374,35706497,True
1.259071614,35706530,True
1.259071617,35706525,True
1.259072201,35706580,True
1.259072371,35706591,True
1.259072499,35706597,True
1.259072554,35706572,False
1.259072555,35706618,True
1.259072598,35706571,False
1.259072613,35706638,True
1.259072656,35706643,True
1.259072702,35706663,True
1.259073019,35706672,False
1.259073020,35706655,False
1.259073021,35706648,False
1.259073022,35706670,False
1.259073026,35706729,False
1.259073027,35706728,False
1.259073029,35706718,False
1.259073030,35706731,False
1.259073032,35706698,False
1.259073034,35706752,False
1.259073039,35706730,False
1.259073040,35706750,False
1.259073143,35706626,False
1.259073153,35706662,False
1.259073154,35706628,False
1.259073157,35706762,False
1.259073188,35706767,False
1.259073602,35706789,False
1.259073604,35706864,True
1.259080085,35707076,False
1.259080086,35706884,False
1.259080087,35707097,False
1.259080088,35707077,False
1.259080091,35707047,False
1.259080092,35707108,False
1.259084143,35707380,False
1.259090712,35708432,True
1.259091421,35708468,True
1.259091663,35708483,True
1.259092442,35708540,True
1.259092822,35708564,True
1.259093417,35708614,True
1.259093575,35708642,True
1.259093957,35708664,True
1.259094085,35708669,True
1.259094260,35708721,True
1.259094387,35708726,True
1.259094802,35704016,True
1.259094807,35708754,False
1.259095153,35708826,True
1.259095978,35709349,True
1.259096106,35709362,True
1.259096252,35709431,True
1.259096630,35708929,False
1.259096631,35708930,False
1.259096632,35708931,False
1.259096633,35708927,False
1.259096636,35708606,False
1.259096637,35708619,False
1.259096639,35708634,False
1.259096640,35708705,False
1.259096941,35709561,True
1.259096987,35709566,True
1.259097092,35709542,False
1.259097093,35709543,False
1.259097094,35709571,False
1.259097095,35709591,False
1.259099277,35709732,True
1.259099407,35709726,False
1.259099408,35709730,False
1.259099409,35709731,False
1.259099410,35709725,False
1.259100317,35709905,True
1.259102485,35710114,True
1.259103014,35709820,False
1.259105179,35710294,False
1.259111647,35711377,False
1.259111648,35711452,True
1.259111804,35711510,True
1.259112382,35711564,True
1.259113174,35711599,True
1.259113418,35711639,True
1.259113683,35711671,True
1.259114337,35711721,True
1.259114381,35711736,True
1.259114705,35711983,True
1.259114706,35711989,True
1.259115001,35712036,True
1.259115129,35712054,True
1.259115168,35712060,True
1.259115312,35712190,True
1.259115313,35712185,True
1.259115491,35712195,True
1.259115492,35712210,True
1.259115573,35712200,True
1.259115574,35712215,True
1.259115653,35712205,True
1.259115654,35712225,True
1.259115728,35712220,True
1.259115729,35712230,True
1.259116284,35712274,True
1.259116639,35712287,True
1.259117290,35712329,True
1.259117642,35712363,True
1.259117770,35712368,True
1.259118335,35712650,True
1.259118821,35713011,True
1.259118904,35713050,True
1.259118905,35713055,True
1.259119243,35713068,True
1.259119244,35713073,True
1.259119258,35713113,True
1.259119286,35713078,True
1.259119287,35713088,True
1.259119368,35713083,True
1.259119369,35713093,True
1.259119451,35713098,True
1.259119452,35713108,True
1.259119534,35713118,True
1.259119535,35713103,True
1.259122947,35713213,True
1.259123302,35713287,True
1.259123493,35713365,True
1.259123496,35713370,True
1.259123712,35713400,True
1.259124350,35713446,True
1.259124505,35713472,True
1.259124550,35713498,True
1.259124689,35713511,True
1.259125094,35713547,True
1.259125333,35713574,True
1.259125474,35713816,True
1.259125512,35713821,True
1.259125519,35713836,True
1.259125520,35713826,True
1.259125561,35713831,True
1.259125590,35713841,True
1.259125602,35713846,True
1.259125648,35713868,True
1.259125677,35713851,True
1.259125686,35713888,True
1.259125736,35713873,True
1.259125761,35713858,True
1.259125771,35713893,True
1.259125820,35713878,True
1.259125848,35713863,True
1.259125926,35713883,True
1.259126500,35713924,True
1.259126985,35714233,True
1.259126987,35714238,True
1.259126990,35714253,True
1.259127026,35714263,True
1.259127033,35714243,True
1.259127052,35714258,True
1.259127112,35714273,True
1.259127118,35714248,True
1.259127137,35714278,True
1.259127201,35714268,True
1.259127282,35714283,True
1.259127356,35714288,True
1.259127525,35713931,False
1.259127526,35713932,False
1.259127528,35713431,False
1.259127529,35713453,False
1.259127531,35713331,False
1.259127532,35713393,False
1.259127535,35711537,False
1.259127536,35711536,False
1.259127753,35712661,False
1.259127754,35712662,False
1.259130205,35714750,True
1.259130206,35714745,True
1.259130209,35714765,True
1.259130242,35714760,True
1.259130247,35714755,True
1.259130270,35714785,True
1.259130329,35714770,True
1.259130353,35714790,True
1.259130411,35714775,True
1.259130492,35714780,True
